movieId,title,genres,year,tmdb_id,tmdb_title,tmdb_release_date,tmdb_overview,tmdb_runtime,tmdb_genres,tmdb_top_cast,tmdb_keywords
594,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical,1937,408,Snow White and the Seven Dwarfs,1938-01-14,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",83,"Fantasy, Animation, Family","Adriana Caselotti, Lucille La Verne, Harry Stockwell, Roy Atwell, Pinto Colvig","witch, dying and death, princess, becoming an adult, dwarf, poison, sadness, queen, attempted murder, cartoon, villain, miner, apple, candlelight vigil, evil queen, based on fairy tale, magic mirror, good versus evil, seven dwarfs, whimsical, awestruck, straightforward"
595,Beauty and the Beast (1991),Animation|Children's|Musical,1991,10020,Beauty and the Beast,1991-10-22,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",84,"Romance, Family, Animation, Fantasy","Paige O'Hara, Robby Benson, Richard White, Jerry Orbach, David Ogden Stiers","princess, france, prince, castle, villain, rose, melancholy, musical, insane asylum, beast, based on fairy tale, eccentric man, wonder, dedication, toxic masculinity, tense, romantic, earnest, enchant, hopeful, sincere"
596,Pinocchio (1940),Animation|Children's,1940,10895,Pinocchio,1940-02-23,A little wooden puppet yearns to become a real boy.,88,"Animation, Family, Fantasy","Dickie Jones, Cliff Edwards, Christian Rub, Evelyn Venable, Walter Catlett","rescue, sea, child abuse, based on novel or book, magic, whale, italy, donkey, lie, fairy, fox, cartoon, villain, carnival, wish, puppet, nose, conscience, wish fulfillment, toy comes to life, animal cruelty, child slavery, pool, boy, cartoon donkey"
597,Pretty Woman (1990),Comedy|Romance,1990,114,Pretty Woman,1990-03-23,"While on a business trip in Los Angeles, Edward Lewis, a millionaire entrepreneur who makes a living buying and breaking up companies, picks up a prostitute, Vivian, while asking for directions; after, Edward hires Vivian to stay with him for the weekend to accompany him to a few social events, and the two get closer only to discover there are significant hurdles to overcome as they try to bridge the gap between their very different worlds.",120,"Romance, Comedy","Richard Gere, Julia Roberts, Ralph Bellamy, Jason Alexander, Laura San Giacomo","prostitute, sports car, capitalism, expensive restaurant, workaholic, fire escape, romcom, los angeles, california, millionaire, valentine's day, beverly hills, pygmalion, entrepreneur, social differences, business deal, penthouse, italian opera, shopping spree, bubble bath, loving, hooker, street smarts, contract relationship, cinderella story, romantic, cheerful, polo match"
598,Window to Paris (1994),Comedy,1994,41043,Window to Paris,1993-10-01,"Nikolai (played by Sergei Dontsov) has been fired from his job as a music teacher and has to live in the gym until he finds a place to stay. Finally, he gets a communal room in the apartment of Gorokhov (Victor Mikhalkov). The room's previous inhabitant, an old lady, has died a year ago, and yet her cat, Maxi, is still in the locked room, healthy and fat. Soon, Nikolai and his neighbours discover the mystery: there is a window to Paris in the room. That's when the comedy begins - will the Russians be able to cope with the temptation to profit from the discovery?",112,"Comedy, Drama, Fantasy","Agnès Soral, Sergey Dreyden, Viktor Mikhaylov, Nina Usatova, Kira Krejlis-Petrova","paris, france, cat, music teacher, teacher"
599,"Wild Bunch, The (1969)",Western,1969,576,The Wild Bunch,1969-06-19,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.",145,Western,"William Holden, Ernest Borgnine, Robert Ryan, Jaime Sánchez, Warren Oates","underdog, friendship, bounty hunter, robbery, texas, mexican revolution, honor, gang, shootout, soldier, steam locomotive, righteous rage, trem, caçador de recompensa"
600,Love and a .45 (1994),Thriller,1994,15477,Love and a .45,1994-11-23,"Small-time criminal Watty Watts attempts to rob a convenience store with his drug-addict buddy, Billy Mack Black. The robbery, however, leads to murder, and soon Watty leaves Billy behind and goes on the run with his beloved girlfriend, Starlene. Heading toward Mexico, the fugitive couple gets plenty of media coverage, until there are even more people on their trail. Can Watty and Starlene make it south of the border without getting caught?",101,"Crime, Thriller","Gil Bellows, Renée Zellweger, Rory Cochrane, Jeffrey Combs, Jace Alexander",
601,"Wooden Man's Bride, The (Wu Kui) (1994)",Drama,1994,59146,The Wooden Man's Bride,1994-02-05,"After her groom is killed in a bandit ambush, a young peasant bride must move into the home of her wealthy mother-in-law, Madame Liu. In a perverse tribute to her fallen son, Madame Liu imposes on her new daughter-in-law a life of domestic servitude. In the midst of her misery, the young widow finds new romance with another peasant, the gentle and brave Kui. But when Madame Liu discovers her infidelity, she vows to keep the lovers apart.",113,"Drama, Romance","Ku Pao-Ming, Mingjun Kao, Lan Wang, Wang Yumei, Wang Fuli","bride, chinese, groom, tofu"
602,"Great Day in Harlem, A (1994)",Documentary,1994,124472,A Great Day in Harlem,1994-09-27,"Art Kane, now deceased, coordinated a group photograph of all the top jazz musicians in NYC in the year 1958, for a piece in Esquire magazine. Just about every jazz musician at the time showed up for the photo shoot which took place in front of a brownstone near the 125th street station. The documentary compiles interviews of many of the musicians in the photograph to talk about the day of the photograph, and it shows film footage taken that day by Milt Hinton and his wife.",60,"Documentary, Music, History","Quincy Jones, Dizzy Gillespie, Sonny Rollins, Buck Clayton","photographer, photography, jazz singer or musician, music journalist, music history, old photograph, woman director, harlem, new york city, black history, day in a life, jazz history, hidden history, memorable day, one time event, photo journalist"
603,"Bye Bye, Love (1995)",Comedy,1995,30528,Bye Bye Love,1995-03-16,"With varying degrees of success, recently divorced friends Dave, Vic and Donny are trying to move on with their lives. Vic feels vilified by his ex-wife's parents, while Donny has a shaky bond with his teen daughter, Emma. Dave, meanwhile, has an enviable problem -- he has more dates than he can handle. As they confront their post-marital challenges, the men take solace in one another's plights.",106,"Comedy, Romance","Matthew Modine, Randy Quaid, Paul Reiser, Janeane Garofalo, Amy Brenneman",
604,Criminals (1996),Documentary,1996,794317,Der Nürnberger Prozess,1996-01-01,,0,"Documentary, History",,"world war ii, nuremberg trials, post world war ii"
605,One Fine Day (1996),Drama|Romance,1996,7300,One Fine Day,1996-12-20,"Melanie Parker, an architect and mother of Sammy, and Jack Taylor, a newspaper columnist and father of Maggie, are both divorced. They meet one morning when overwhelmed Jack is left unexpectedly with Maggie and forgets that Melanie was to take her to school. As a result, both children miss their school field trip and are stuck with the parents. The two adults project their negative stereotypes of ex-spouses on each other, but end up needing to rely on each other to watch the children as each must save his job. Humor is added by Sammy's propensity for lodging objects in his nose and Maggie's tendency to wander.",108,"Romance, Comedy","Michelle Pfeiffer, George Clooney, Mae Whitman, Alex D. Linz, Charles Durning","single mother, divorced, single father, family conflict, child custody, blended family"
606,Candyman: Farewell to the Flesh (1995),Horror,1995,10824,Candyman: Farewell to the Flesh,1995-03-17,"Annie, a young schoolteacher struggling to solve the brutal murder of her father, unwittingly summons the ""Candyman"" to New Orleans, where she learns the secret of his power, and discovers the link that connects them.",95,"Horror, Thriller","Tony Todd, Kelly Rowan, William O'Leary, Bill Nunn, David Gianopoulos","new orleans, louisiana, sequel, flashback, murder, urban legend, curse, serial killer, slasher, hook, killer, evil, candyman, hook for a hand, southern gothic"
607,Century (1993),Drama,1993,261246,Century,1993-12-31,Turn-of-the-century love story centered around a young doctor and the emergence of modern science.,112,"Romance, Drama","Charles Dance, Clive Owen, Miranda Richardson, Robert Stephens, Joan Hickson","london, england, morality, doctor, protégé, turn of the century"
608,Fargo (1996),Crime|Drama|Thriller,1996,275,Fargo,1996-03-08,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",98,"Crime, Drama, Thriller","Frances McDormand, William H. Macy, Steve Buscemi, Peter Stormare, Harve Presnell","salesclerk, unsociability, police, cheating, ransom, winter, kidnapping, minnesota, dark comedy, north dakota, money, murder, police officer, car dealership, woodchipper, macabre, false history, neo-noir, complex, minneapolis"
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children's,1996,25059,Homeward Bound II: Lost in San Francisco,1996-03-08,"When the pets accidentally get separated from their vacationing owners, Chance, Shadow, and Sassy navigate the mean streets of San Francisco, trying to find their home across the Golden Gate Bridge. But the road is blocked by a series of hazards, both man and beast.",89,"Adventure, Comedy, Drama, Family","Michael J. Fox, Sally Field, Ralph Waite, Robert Hays, Kim Greist",pets
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,1981,11827,Heavy Metal,1981-08-07,"The embodiment of ultimate evil, a glowing orb terrorizes a young girl with bizarre stories of dark fantasy, eroticism and horror.",90,"Animation, Science Fiction, Adventure, Fantasy, Music","Rodger Bumpass, John Candy, Jackie Burroughs, Joe Flaherty, Don Francks","flying car, taxi, heavy metal, based on comic, drug use, rotoscoping, adult animation"
611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,1996,8766,Hellraiser: Bloodline,1996-03-08,Three generations of the same family deal with the consequences of unleashing the forces of hell.,86,"Horror, Science Fiction, Thriller","Bruce Ramsay, Valentina Vargas, Doug Bradley, Charlotte Chatton, Adam Scott","artificial intelligence (a.i.), hell, engineer, pinhead, demon, puzzle box, cenobite, artificial"
612,"Pallbearer, The (1996)",Comedy,1996,23570,The Pallbearer,1996-05-03,"Aspiring architect Tom Thompson is told by mysterious Ruth Abernathy that his best friend, ""Bill,"" has taken his own life. Except that Tom has never met Bill and neither have his incredulous friends. So when Tom foolishly agrees to give the eulogy at Bill's funeral, it sets him on a collision course with Ruth -- who is revealed to be Bill's oversexed mother -- and Julie DeMarco, the longtime crush Tom hasn't seen since they were teens.",97,"Comedy, Romance","David Schwimmer, Gwyneth Paltrow, Michael Rapaport, Toni Collette, Carol Kane",mistaken identity
613,Jane Eyre (1996),Drama|Romance,1996,47333,Jane Eyre,1996-01-20,"After a bleak childhood, Jane Eyre goes out into the world to become a governess. As she lives happily in her new position at Thornfield Hall, she meet the dark, cold, and abrupt master of the house, Mr. Rochester. Jane and her employer grow close in friendship and she soon finds herself falling in love with him. Happiness seems to have found Jane at last, but could Mr. Rochester's terrible secret be about to destroy it forever?",112,"Drama, Romance","William Hurt, Charlotte Gainsbourg, Joan Plowright, Anna Paquin, Geraldine Chaplin","based on novel or book, aunt, gentleman, 19th century"
